ENSP00000000412	ENSG00000003056	M6PR	ENSDARP00000018076	ENSDARG00000018432	m6pr
ENSP00000352726	ENSG00000127952	STYXL1	ENSDARP00000037865	ENSDARG00000026338	styxl1
ENSP00000352779	ENSG00000104635	SLC39A14	ENSDARP00000134809	ENSDARG00000102387	slc39a14
ENSP00000352798	ENSG00000182871	COL18A1	ENSDARP00000108133	ENSDARG00000036558	col18a1a
ENSP00000352820	ENSG00000196151	WDSUB1	ENSDARP00000106094	ENSDARG00000090418	wdsub1
ENSP00000352821	ENSG00000175048	ZDHHC14	ENSDARP00000053876	ENSDARG00000037069	zdhhc14
ENSP00000353025	ENSG00000196937	FAM3C	ENSDARP00000091640	ENSDARG00000056152	fam3c
ENSP00000353032	ENSG00000135124	P2RX4	ENSDARP00000147722	ENSDARG00000115637	p2rx4a
ENSP00000353089	ENSG00000161547	SRSF2	ENSDARP00000074623	ENSDARG00000057484	srsf2a
ENSP00000353098	ENSG00000197771	MCMBP	ENSDARP00000120704	ENSDARG00000055314	mcmbp
ENSP00000353104	ENSG00000117682	DHDDS	ENSDARP00000058289	ENSDARG00000039851	dhdds
ENSP00000353129	ENSG00000183783	KCTD8	ENSDARP00000106333	ENSDARG00000067507	kctd8
ENSP00000353165	ENSG00000196511	TPK1	ENSDARP00000055442	ENSDARG00000038040	tpk1
ENSP00000353246	ENSG00000198042	MAK16	ENSDARP00000098580	ENSDARG00000003527	mak16
ENSP00000353249	ENSG00000084693	AGBL5	ENSDARP00000094377	ENSDARG00000045900	agbl5
ENSP00000353462	ENSG00000087589	CASS4	ENSDARP00000019154	ENSDARG00000006775	cass4
ENSP00000353470	ENSG00000196476	C20orf96	ENSDARP00000120551	ENSDARG00000094037	si:dkey-76p14.2
ENSP00000353512	ENSG00000138496	PARP9	ENSDARP00000084919	ENSDARG00000006848	parp9
ENSP00000353538	ENSG00000133739	LRRCC1	ENSDARP00000149331	ENSDARG00000078535	lrrcc1
ENSP00000353557	ENSG00000196376	SLC35F1	ENSDARP00000069445	ENSDARG00000053003	slc35f1
ENSP00000353575	ENSG00000070785	EIF2B3	ENSDARP00000016277	ENSDARG00000018106	eif2b3
ENSP00000353698	ENSG00000115649	CNPPD1	ENSDARP00000152979	ENSDARG00000027078	cnppd1
ENSP00000353735	ENSG00000197579	TOPORS	ENSDARP00000093155	ENSDARG00000037260	toporsa
ENSP00000353739	ENSG00000168300	PCMTD1	ENSDARP00000069627	ENSDARG00000053152	pcmtd1
ENSP00000353767	ENSG00000198598	MMP17	ENSDARP00000144401	ENSDARG00000078915	mmp17a
ENSP00000353769	ENSG00000126461	SCAF1	ENSDARP00000126216	ENSDARG00000054010	scaf1
ENSP00000353793	ENSG00000198554	WDHD1	ENSDARP00000113096	ENSDARG00000015998	wdhd1
ENSP00000353794	ENSG00000197361	FBXL22	ENSDARP00000067113	ENSDARG00000096995	fbxl22
ENSP00000353796	ENSG00000144031	ANKRD53	ENSDARP00000135503	ENSDARG00000098445	si:ch211-1o7.2
ENSP00000353824	ENSG00000198355	PIM3	ENSDARP00000071912	ENSDARG00000055129	pim3
ENSP00000353826	ENSG00000196365	LONP1	ENSDARP00000134801	ENSDARG00000102765	lonp1
ENSP00000353850	ENSG00000119185	ITGB1BP1	ENSDARP00000024965	ENSDARG00000007169	itgb1bp1
ENSP00000353854	ENSG00000167173	C15orf39	ENSDARP00000091231	ENSDARG00000069168	si:dkey-73n10.1
ENSP00000353863	ENSG00000163848	ZNF148	ENSDARP00000071856	ENSDARG00000055106	znf148
ENSP00000353868	ENSG00000132635	PCED1A	ENSDARP00000003320	ENSDARG00000002685	fam113
ENSP00000353915	ENSG00000164270	HTR4	ENSDARP00000130182	ENSDARG00000061940	htr4
ENSP00000353971	ENSG00000129696	TTI2	ENSDARP00000100891	ENSDARG00000073773	tti2
ENSP00000354024	ENSG00000101773	RBBP8	ENSDARP00000063831	ENSDARG00000043480	rbbp8
ENSP00000354040	ENSG00000107937	GTPBP4	ENSDARP00000002061	ENSDARG00000018961	gtpbp4
ENSP00000354053	ENSG00000120820	GLT8D2	ENSDARP00000075148	ENSDARG00000057942	glt8d2
ENSP00000354111	ENSG00000101152	DNAJC5	ENSDARP00000063056	ENSDARG00000042948	dnajc5aa
ENSP00000354130	ENSG00000100146	SOX10	ENSDARP00000100237	ENSDARG00000077467	sox10
ENSP00000354152	ENSG00000103248	MTHFSD	ENSDARP00000090099	ENSDARG00000062042	mthfsd
ENSP00000354201	ENSG00000159202	UBE2Z	ENSDARP00000128495	ENSDARG00000029215	ube2z
ENSP00000354218	ENSG00000104881	PPP1R13L	ENSDARP00000106399	ENSDARG00000013777	ppp1r13l
ENSP00000354223	ENSG00000060762	MPC1	ENSDARP00000115443	ENSDARG00000093448	mpc1
ENSP00000354357	ENSG00000134202	GSTM3	ENSDARP00000098279	ENSDARG00000029473	gstm.2
ENSP00000354361	ENSG00000168411	RFWD3	ENSDARP00000128473	ENSDARG00000087752	rfwd3
ENSP00000354376	ENSG00000132698	RAB25	ENSDARP00000135212	ENSDARG00000052954	rab25b
ENSP00000354458	ENSG00000157131	C8A	ENSDARP00000115822	ENSDARG00000039516	c8a
ENSP00000354468	ENSG00000100243	CYB5R3	ENSDARP00000014732	ENSDARG00000005891	cyb5r3
ENSP00000354478	ENSG00000144355	DLX1	ENSDARP00000011033	ENSDARG00000013125	dlx1a
ENSP00000354483	ENSG00000198842	STYXL2	ENSDARP00000141748	ENSDARG00000099889	dusp27
ENSP00000354488	ENSG00000159173	TNNI1	ENSDARP00000124141	ENSDARG00000052708	tnni1b
ENSP00000354499	ENSG00000198804	MT-CO1	ENSDARP00000087871	ENSDARG00000063905	mt-co1
ENSP00000354525	ENSG00000143314	MRPL24	ENSDARP00000024527	ENSDARG00000019222	mrpl24
ENSP00000354543	ENSG00000196428	TSC22D2	ENSDARP00000154491	ENSDARG00000041839	tsc22d2
ENSP00000354554	ENSG00000198727	MT-CYB	ENSDARP00000087881	ENSDARG00000063924	mt-cyb
ENSP00000354574	ENSG00000164038	SLC9B2	ENSDARP00000069088	ENSDARG00000052700	SLC9B2
ENSP00000354575	ENSG00000105699	LSR	ENSDARP00000136747	ENSDARG00000099291	lsr
ENSP00000354580	ENSG00000197345	MRPL21	ENSDARP00000130836	ENSDARG00000003846	mrpl21
ENSP00000354583	ENSG00000198948	MFAP3L	ENSDARP00000145616	ENSDARG00000115337	mfap3l
ENSP00000354590	ENSG00000198818	SFT2D1	ENSDARP00000097824	ENSDARG00000007362	sft2d1
ENSP00000354622	ENSG00000198863	RUNDC1	ENSDARP00000126082	ENSDARG00000091962	RUNDC1
ENSP00000354632	ENSG00000198899	MT-ATP6	ENSDARP00000087874	ENSDARG00000063911	mt-atp6
ENSP00000354633	ENSG00000064995	TAF11	ENSDARP00000055151	ENSDARG00000037855	taf11
ENSP00000354643	ENSG00000211452	DIO1	ENSDARP00000121555	ENSDARG00000042112	dio1
ENSP00000354645	ENSG00000198746	GPATCH3	ENSDARP00000077969	ENSDARG00000052747	gpatch3
ENSP00000354652	ENSG00000164128	NPY1R	ENSDARP00000115808	ENSDARG00000037411	npy1r
ENSP00000354663	ENSG00000183621	ZNF438	ENSDARP00000081763	ENSDARG00000061311	znf438
ENSP00000354665	ENSG00000198695	MT-ND6	ENSDARP00000087880	ENSDARG00000063922	mt-nd6
ENSP00000354677	ENSG00000116157	GPX7	ENSDARP00000123903	ENSDARG00000091511	gpx7
ENSP00000354687	ENSG00000198888	MT-ND1	ENSDARP00000087869	ENSDARG00000063895	mt-nd1
ENSP00000354689	ENSG00000165915	SLC39A13	ENSDARP00000107224	ENSDARG00000000442	slc39a13
ENSP00000354697	ENSG00000178028	DMAP1	ENSDARP00000061678	ENSDARG00000042087	dmap1
ENSP00000354728	ENSG00000212907	MT-ND4L	ENSDARP00000087877	ENSDARG00000063916	mt-nd4l
ENSP00000354739	ENSG00000197958	RPL12	ENSDARP00000150760	ENSDARG00000006691	rpl12
ENSP00000354762	ENSG00000183978	COA3	ENSDARP00000140676	ENSDARG00000100585	coa3a
ENSP00000354772	ENSG00000196814	MVB12B	ENSDARP00000109861	ENSDARG00000091619	mvb12ba
ENSP00000354774	ENSG00000123178	SPRYD7	ENSDARP00000069002	ENSDARG00000052624	spryd7a
ENSP00000354775	ENSG00000198961	PJA2	ENSDARP00000138079	ENSDARG00000100296	pja2
ENSP00000354777	ENSG00000198933	TBKBP1	ENSDARP00000127108	ENSDARG00000061473	tbkbp1
ENSP00000354782	ENSG00000198821	CD247	ENSDARP00000114499	ENSDARG00000077240	cd247l
ENSP00000354812	ENSG00000198917	SPOUT1	ENSDARP00000090309	ENSDARG00000019707	spout1
ENSP00000354813	ENSG00000198786	MT-ND5	ENSDARP00000087879	ENSDARG00000063921	mt-nd5
ENSP00000354822	ENSG00000132530	XAF1	ENSDARP00000090658	ENSDARG00000068939	xaf1
ENSP00000354826	ENSG00000122786	CALD1	ENSDARP00000155900	ENSDARG00000112416	cald1a
ENSP00000354842	ENSG00000198846	TOX	ENSDARP00000148167	ENSDARG00000032317	tox
ENSP00000354876	ENSG00000198712	MT-CO2	ENSDARP00000087872	ENSDARG00000063908	mt-co2
ENSP00000354884	ENSG00000198774	RASSF9	ENSDARP00000098425	ENSDARG00000074721	rassf9
ENSP00000354886	ENSG00000140107	SLC25A47	ENSDARP00000078311	ENSDARG00000059923	slc25a47a
ENSP00000354891	ENSG00000143340	FAM163A	ENSDARP00000114697	ENSDARG00000077470	si:dkey-193b15.8
ENSP00000354911	ENSG00000145365	TIFA	ENSDARP00000142832	ENSDARG00000091111	si:ch211-15b10.6
ENSP00000354920	ENSG00000010165	EEF1AKNMT	ENSDARP00000026819	ENSDARG00000010905	mettl13
ENSP00000354952	ENSG00000033327	GAB2	ENSDARP00000130726	ENSDARG00000105120	gab2
ENSP00000354957	ENSG00000198887	SMC5	ENSDARP00000111416	ENSDARG00000044282	smc5
ENSP00000354961	ENSG00000198886	MT-ND4	ENSDARP00000087878	ENSDARG00000063917	mt-nd4
ENSP00000354964	ENSG00000171467	ZNF318	ENSDARP00000111802	ENSDARG00000090054	znf318
ENSP00000354972	ENSG00000135040	NAA35	ENSDARP00000089478	ENSDARG00000012378	naa35
ENSP00000354982	ENSG00000198938	MT-CO3	ENSDARP00000087875	ENSDARG00000063912	mt-co3
ENSP00000354991	ENSG00000198796	ALPK2	ENSDARP00000122327	ENSDARG00000079637	alpk2
ENSP00000355011	ENSG00000143621	ILF2	ENSDARP00000022486	ENSDARG00000014591	ilf2
ENSP00000355013	ENSG00000198730	CTR9	ENSDARP00000016047	ENSDARG00000009170	ctr9
ENSP00000355026	ENSG00000198844	ARHGEF15	ENSDARP00000138567	ENSDARG00000100293	arhgef15
ENSP00000355046	ENSG00000198763	MT-ND2	ENSDARP00000087870	ENSDARG00000063899	mt-nd2
ENSP00000355064	ENSG00000198892	SHISA4	ENSDARP00000157015	ENSDARG00000112041	shisa4
ENSP00000355077	ENSG00000169189	NSMCE1	ENSDARP00000137045	ENSDARG00000098780	nsmce1
ENSP00000355110	ENSG00000198732	SMOC1	ENSDARP00000112037	ENSDARG00000088255	smoc1
ENSP00000355114	ENSG00000198876	DCAF12	ENSDARP00000086448	ENSDARG00000063155	dcaf12
ENSP00000355133	ENSG00000198929	NOS1AP	ENSDARP00000102477	ENSDARG00000105071	nos1apa
ENSP00000355140	ENSG00000120094	HOXB1	ENSDARP00000101854	ENSDARG00000008174	hoxb1a
ENSP00000355166	ENSG00000198812	LRRC10	ENSDARP00000067072	ENSDARG00000045612	lrrc10
ENSP00000355167	ENSG00000143452	HORMAD1	ENSDARP00000058887	ENSDARG00000040254	hormad1
ENSP00000355177	ENSG00000198853	RUSC2	ENSDARP00000149080	ENSDARG00000095288	rusc2
ENSP00000355180	ENSG00000142156	COL6A1	ENSDARP00000103794	ENSDARG00000074908	col6a1
ENSP00000355185	ENSG00000198924	DCLRE1A	ENSDARP00000111198	ENSDARG00000091768	dclre1a
ENSP00000355204	ENSG00000169122	FAM110B	ENSDARP00000104632	ENSDARG00000088073	fam110b
ENSP00000355206	ENSG00000198840	MT-ND3	ENSDARP00000087876	ENSDARG00000063914	mt-nd3
ENSP00000355228	ENSG00000198830	HMGN2	ENSDARP00000131203	ENSDARG00000099572	hmgn2
ENSP00000355231	ENSG00000126581	BECN1	ENSDARP00000100986	ENSDARG00000079128	becn1
ENSP00000355250	ENSG00000198920	KIAA0753	ENSDARP00000127773	ENSDARG00000034227	si:dkey-243i1.1
ENSP00000355261	ENSG00000198952	SMG5	ENSDARP00000060808	ENSDARG00000041481	smg5
ENSP00000355273	ENSG00000144057	ST6GAL2	ENSDARP00000122397	ENSDARG00000039335	st6gal2a
ENSP00000355306	ENSG00000198912	C1orf174	ENSDARP00000090818	ENSDARG00000069009	si:ch211-147a11.3
ENSP00000355308	ENSG00000165996	HACD1	ENSDARP00000138307	ENSDARG00000103744	hacd1
ENSP00000355315	ENSG00000198918	RPL39	ENSDARP00000052760	ENSDARG00000036316	rpl39
ENSP00000355319	ENSG00000198894	CIPC	ENSDARP00000099227	ENSDARG00000078095	cipcb
ENSP00000355324	ENSG00000198836	OPA1	ENSDARP00000133518	ENSDARG00000070801	opa1
ENSP00000355325	ENSG00000100804	PSMB5	ENSDARP00000144871	ENSDARG00000111880	psmb5
ENSP00000355384	ENSG00000181045	SLC26A11	ENSDARP00000063156	ENSDARG00000043021	slc26a11
ENSP00000355385	ENSG00000198858	R3HDM4	ENSDARP00000086702	ENSDARG00000063254	r3hdm4
ENSP00000355428	ENSG00000175137	SH3BP5L	ENSDARP00000090496	ENSDARG00000019160	sh3bp5la
ENSP00000355464	ENSG00000153207	AHCTF1	ENSDARP00000128519	ENSDARG00000077530	ahctf1
ENSP00000355470	ENSG00000162852	CNST	ENSDARP00000129216	ENSDARG00000086283	cnsta
ENSP00000355471	ENSG00000162851	TFB2M	ENSDARP00000123820	ENSDARG00000074756	tfb2m
ENSP00000355479	ENSG00000203666	EFCAB2	ENSDARP00000127594	ENSDARG00000074323	efcab2
ENSP00000355486	ENSG00000203667	COX20	ENSDARP00000136241	ENSDARG00000099997	cox20
ENSP00000355512	ENSG00000054277	OPN3	ENSDARP00000069184	ENSDARG00000052775	opn3
ENSP00000355517	ENSG00000117009	KMO	ENSDARP00000024051	ENSDARG00000009160	kmo
ENSP00000355529	ENSG00000116996	ZP4	ENSDARP00000072211	ENSDARG00000055415	zp2l1
ENSP00000355536	ENSG00000116984	MTR	ENSDARP00000139035	ENSDARG00000104906	mtr
ENSP00000355541	ENSG00000119285	HEATR1	ENSDARP00000131597	ENSDARG00000099742	heatr1
ENSP00000355551	ENSG00000077585	GPR137B	ENSDARP00000037177	ENSDARG00000078448	gpr137ba
ENSP00000355556	ENSG00000168243	GNG4	ENSDARP00000156370	ENSDARG00000111259	GNG4
ENSP00000355566	ENSG00000173726	TOMM20	ENSDARP00000152184	ENSDARG00000103163	tomm20a
ENSP00000355568	ENSG00000168264	IRF2BP2	ENSDARP00000138346	ENSDARG00000098635	irf2bp2b
ENSP00000355574	ENSG00000168275	COA6	ENSDARP00000116578	ENSDARG00000092677	coa6
ENSP00000355580	ENSG00000135750	KCNK1	ENSDARP00000006324	ENSDARG00000017254	kcnk1b
ENSP00000355586	ENSG00000135778	NTPCR	ENSDARP00000033890	ENSDARG00000021853	ntpcr
ENSP00000355599	ENSG00000116918	TSNAX	ENSDARP00000151995	ENSDARG00000115282	tsnax
ENSP00000355601	ENSG00000135766	EGLN1	ENSDARP00000005048	ENSDARG00000004632	egln1b
ENSP00000355605	ENSG00000116903	EXOC8	ENSDARP00000111214	ENSDARG00000063211	exoc8
ENSP00000355609	ENSG00000143633	C1orf131	ENSDARP00000099031	ENSDARG00000078606	zgc:194224
ENSP00000355614	ENSG00000182118	FAM89A	ENSDARP00000101515	ENSDARG00000079979	fam89a
ENSP00000355621	ENSG00000143643	TTC13	ENSDARP00000086649	ENSDARG00000063242	ttc13
ENSP00000355623	ENSG00000119280	C1orf198	ENSDARP00000064364	ENSDARG00000043842	C20H1orf198
ENSP00000355629	ENSG00000135775	COG2	ENSDARP00000024817	ENSDARG00000004037	cog2
ENSP00000355631	ENSG00000115507	OTX1	ENSDARP00000064082	ENSDARG00000094992	otx1
ENSP00000355637	ENSG00000135776	ABCB10	ENSDARP00000082438	ENSDARG00000061591	abcb10
ENSP00000355648	ENSG00000154429	CCSAP	ENSDARP00000058627	ENSDARG00000040085	ccsapb
ENSP00000355651	ENSG00000168118	RAB4A	ENSDARP00000012097	ENSDARG00000019144	rab4a
ENSP00000355672	ENSG00000181873	IBA57	ENSDARP00000055617	ENSDARG00000063446	iba57
ENSP00000355699	ENSG00000162910	MRPL55	ENSDARP00000063716	ENSDARG00000043402	zgc:171480
ENSP00000355752	ENSG00000203685	STUM	ENSDARP00000141501	ENSDARG00000041915	stum
ENSP00000355759	ENSG00000143799	PARP1	ENSDARP00000008364	ENSDARG00000019529	parp1
ENSP00000355760	ENSG00000164488	DACT2	ENSDARP00000078756	ENSDARG00000056986	dact2
ENSP00000355777	ENSG00000182827	ACBD3	ENSDARP00000062524	ENSDARG00000042623	acbd3
ENSP00000355785	ENSG00000143768	LEFTY2	ENSDARP00000005312	ENSDARG00000019920	lft1
ENSP00000355812	ENSG00000213066	CEP43	ENSDARP00000011529	ENSDARG00000003058	fgfr1op
ENSP00000355827	ENSG00000143756	FBXO28	ENSDARP00000119405	ENSDARG00000027159	fbxo28
ENSP00000355865	ENSG00000185345	PRKN	ENSDARP00000141580	ENSDARG00000021555	prkn
ENSP00000355866	ENSG00000143507	DUSP10	ENSDARP00000068814	ENSDARG00000052465	dusp10
ENSP00000355870	ENSG00000136630	HLX	ENSDARP00000116160	ENSDARG00000009134	hlx1
ENSP00000355877	ENSG00000186205	MTARC1	ENSDARP00000145468	ENSDARG00000070487	marc1
ENSP00000355889	ENSG00000067704	IARS2	ENSDARP00000064802	ENSDARG00000044134	iars2
ENSP00000355890	ENSG00000136628	EPRS1	ENSDARP00000070224	ENSDARG00000060494	eprs1
ENSP00000355893	ENSG00000196660	SLC30A10	ENSDARP00000132768	ENSDARG00000103983	slc30a10
ENSP00000355895	ENSG00000143353	LYPLAL1	ENSDARP00000129811	ENSDARG00000088764	lyplal1
ENSP00000355896	ENSG00000092969	TGFB2	ENSDARP00000123937	ENSDARG00000027087	tgfb2
ENSP00000355899	ENSG00000067533	RRP15	ENSDARP00000013273	ENSDARG00000013478	rrp15
ENSP00000355900	ENSG00000162814	SPATA17	ENSDARP00000071067	ENSDARG00000054414	spata17
ENSP00000355902	ENSG00000092978	GPATCH2	ENSDARP00000136154	ENSDARG00000101260	GPATCH2
ENSP00000355922	ENSG00000117724	CENPF	ENSDARP00000115642	ENSDARG00000055133	cenpf
ENSP00000355925	ENSG00000117707	PROX1	ENSDARP00000071943	ENSDARG00000055158	prox1a
ENSP00000355927	ENSG00000136643	RPS6KC1	ENSDARP00000141281	ENSDARG00000104103	rps6kc1
ENSP00000355929	ENSG00000174606	ANGEL2	ENSDARP00000033311	ENSDARG00000016743	angel2
ENSP00000355944	ENSG00000117697	NSL1	ENSDARP00000030404	ENSDARG00000024471	nsl1
ENSP00000355955	ENSG00000117691	NENF	ENSDARP00000058792	ENSDARG00000040192	nenf
ENSP00000355958	ENSG00000143476	DTL	ENSDARP00000033992	ENSDARG00000023002	dtl
ENSP00000355961	ENSG00000143493	INTS7	ENSDARP00000008647	ENSDARG00000019300	ints7
ENSP00000355964	ENSG00000123684	LPGAT1	ENSDARP00000115456	ENSDARG00000013542	lpgat1
ENSP00000355966	ENSG00000117650	NEK2	ENSDARP00000020452	ENSDARG00000005619	nek2
ENSP00000355968	ENSG00000170385	SLC30A1	ENSDARP00000022487	ENSDARG00000005463	slc30a1a
ENSP00000355969	ENSG00000198570	RD3	ENSDARP00000049863	ENSDARG00000031600	rd3
ENSP00000355988	ENSG00000117595	IRF6	ENSDARP00000139404	ENSDARG00000101986	irf6
ENSP00000356001	ENSG00000112110	MRPL18	ENSDARP00000155249	ENSDARG00000110565	mrpl18
ENSP00000356015	ENSG00000120437	ACAT2	ENSDARP00000018064	ENSDARG00000007127	acat2
ENSP00000356033	ENSG00000164691	TAGAP	ENSDARP00000147317	ENSDARG00000043475	
ENSP00000356036	ENSG00000130363	RSPH3	ENSDARP00000107627	ENSDARG00000043470	rsph3
ENSP00000356056	ENSG00000146425	DYNLT1	ENSDARP00000112950	ENSDARG00000094627	
ENSP00000356057	ENSG00000146433	TMEM181	ENSDARP00000094421	ENSDARG00000045910	tmem181
ENSP00000356065	ENSG00000162891	IL20	ENSDARP00000111843	ENSDARG00000090344	il19l
ENSP00000356104	ENSG00000162877	PM20D1	ENSDARP00000095363	ENSDARG00000062096	pm20d1.2
ENSP00000356110	ENSG00000069275	NUCKS1	ENSDARP00000093632	ENSDARG00000078473	nucks1a
ENSP00000356113	ENSG00000158715	SLC45A3	ENSDARP00000103000	ENSDARG00000075975	slc45a3
ENSP00000356115	ENSG00000174514	MFSD4A	ENSDARP00000025673	ENSDARG00000008263	mfsd4ab
ENSP00000356123	ENSG00000162873	KLHDC8A	ENSDARP00000146458	ENSDARG00000114788	AL929596.1
ENSP00000356130	ENSG00000133059	DSTYK	ENSDARP00000097423	ENSDARG00000000853	dstyk
ENSP00000356134	ENSG00000029639	TFB1M	ENSDARP00000138823	ENSDARG00000040727	tfb1m
ENSP00000356135	ENSG00000174529	TMEM81	ENSDARP00000062374	ENSDARG00000042536	si:dkey-48j7.3
ENSP00000356150	ENSG00000198625	MDM4	ENSDARP00000074651	ENSDARG00000057513	mdm4
ENSP00000356156	ENSG00000158615	PPP1R15B	ENSDARP00000144987	ENSDARG00000114787	ppp1r15b
ENSP00000356172	ENSG00000143842	SOX13	ENSDARP00000136233	ENSDARG00000030297	sox13
ENSP00000356179	ENSG00000058673	ZC3H11A	ENSDARP00000105424	ENSDARG00000009754	zc3h11a
ENSP00000356202	ENSG00000112031	MTRF1L	ENSDARP00000131149	ENSDARG00000060005	mtrf1l
ENSP00000356211	ENSG00000163444	TMEM183A	ENSDARP00000065995	ENSDARG00000044899	tmem183a
ENSP00000356213	ENSG00000146469	VIP	ENSDARP00000102992	ENSDARG00000078247	vip
ENSP00000356214	ENSG00000120279	MYCT1	ENSDARP00000145211	ENSDARG00000109485	myct1a
ENSP00000356218	ENSG00000159348	CYB5R1	ENSDARP00000155725	ENSDARG00000112062	cyb5r1
ENSP00000356230	ENSG00000117153	KLHL12	ENSDARP00000131425	ENSDARG00000100631	klhl12
ENSP00000356231	ENSG00000183155	RABIF	ENSDARP00000150597	ENSDARG00000114340	rabif
ENSP00000356257	ENSG00000163431	LMOD1	ENSDARP00000073006	ENSDARG00000056111	lmod1a
ENSP00000356301	ENSG00000116857	TMEM9	ENSDARP00000062402	ENSDARG00000055757	tmem9
ENSP00000356311	ENSG00000163362	INAVA	ENSDARP00000103134	ENSDARG00000078155	inavaa
ENSP00000356355	ENSG00000151414	NEK7	ENSDARP00000073991	ENSDARG00000056966	nek7
ENSP00000356363	ENSG00000203724	C1orf53	ENSDARP00000096390	ENSDARG00000071439	C22H1orf53
ENSP00000356375	ENSG00000177888	ZBTB41	ENSDARP00000084051	ENSDARG00000054984	zbtb41
ENSP00000356389	ENSG00000055211	GINM1	ENSDARP00000039045	ENSDARG00000021975	ginm1
ENSP00000356399	ENSG00000000971	CFH	ENSDARP00000134443	ENSDARG00000109660	cfh
ENSP00000356405	ENSG00000134371	CDC73	ENSDARP00000129750	ENSDARG00000020201	cdc73
ENSP00000356429	ENSG00000090104	RGS1	ENSDARP00000134501	ENSDARG00000100835	RGS13
ENSP00000356430	ENSG00000150681	RGS18	ENSDARP00000052418	ENSDARG00000036106	rgs18
ENSP00000356433	ENSG00000111962	UST	ENSDARP00000025170	ENSDARG00000006044	usta
ENSP00000356444	ENSG00000203727	SAMD5	ENSDARP00000148516	ENSDARG00000110032	SAMD5
ENSP00000356465	ENSG00000118508	RAB32	ENSDARP00000127459	ENSDARG00000029036	rab32a
ENSP00000356471	ENSG00000116668	SWT1	ENSDARP00000113234	ENSDARG00000094010	swt1
ENSP00000356476	ENSG00000121486	TRMT1L	ENSDARP00000114812	ENSDARG00000042057	trmt1l
ENSP00000356480	ENSG00000121481	RNF2	ENSDARP00000002609	ENSDARG00000010381	rnf2
ENSP00000356481	ENSG00000135842	NIBAN1	ENSDARP00000090464	ENSDARG00000023053	niban1b
ENSP00000356489	ENSG00000112425	EPM2A	ENSDARP00000123332	ENSDARG00000059044	epm2a
ENSP00000356506	ENSG00000116701	NCF2	ENSDARP00000089913	ENSDARG00000005821	ncf2
ENSP00000356520	ENSG00000135829	DHX9	ENSDARP00000118509	ENSDARG00000079725	dhx9
ENSP00000356524	ENSG00000135838	NPL	ENSDARP00000148018	ENSDARG00000009390	npl
ENSP00000356540	ENSG00000135604	STX11	ENSDARP00000064656	ENSDARG00000044039	stx11a
ENSP00000356541	ENSG00000169976	SF3B5	ENSDARP00000016634	ENSDARG00000016855	sf3b5
ENSP00000356548	ENSG00000135521	LTV1	ENSDARP00000017491	ENSDARG00000008490	ltv1
ENSP00000356552	ENSG00000153029	MR1	ENSDARP00000020667	ENSDARG00000075963	mhc1uba
ENSP00000356560	ENSG00000135835	KIAA1614	ENSDARP00000114779	ENSDARG00000071458	si:dkey-121a11.3
ENSP00000356563	ENSG00000034693	PEX3	ENSDARP00000023925	ENSDARG00000013973	pex3
ENSP00000356574	ENSG00000116260	QSOX1	ENSDARP00000057644	ENSDARG00000039459	qsox1
ENSP00000356579	ENSG00000135837	CEP350	ENSDARP00000084687	ENSDARG00000058000	cep350
ENSP00000356581	ENSG00000112414	ADGRG6	ENSDARP00000115692	ENSDARG00000054137	adgrg6
ENSP00000356584	ENSG00000169905	TOR1AIP2	ENSDARP00000151017	ENSDARG00000069102	zgc:112962
ENSP00000356590	ENSG00000162779	AXDND1	ENSDARP00000084502	ENSDARG00000062355	axdnd1
ENSP00000356599	ENSG00000186283	TOR3A	ENSDARP00000093332	ENSDARG00000079308	tor3a
ENSP00000356602	ENSG00000009844	VTA1	ENSDARP00000146885	ENSDARG00000013732	vta1
ENSP00000356630	ENSG00000112406	HECA	ENSDARP00000062934	ENSDARG00000042877	heca
ENSP00000356632	ENSG00000146386	ABRACL	ENSDARP00000062930	ENSDARG00000042876	abracl
ENSP00000356641	ENSG00000143207	COP1	ENSDARP00000101197	ENSDARG00000079329	cop1
ENSP00000356652	ENSG00000116161	CACYBP	ENSDARP00000089504	ENSDARG00000014731	cacybp
ENSP00000356655	ENSG00000203734	ECT2L	ENSDARP00000108367	ENSDARG00000091471	ccdc28a
ENSP00000356658	ENSG00000203737	GPR52	ENSDARP00000116334	ENSDARG00000093460	gpr52
ENSP00000356694	ENSG00000117560	FASLG	ENSDARP00000136343	ENSDARG00000098913	faslg
ENSP00000356696	ENSG00000094975	SUCO	ENSDARP00000131810	ENSDARG00000016532	suco
ENSP00000356701	ENSG00000135845	PIGC	ENSDARP00000007438	ENSDARG00000009113	pigc
ENSP00000356708	ENSG00000177468	OLIG3	ENSDARP00000157677	ENSDARG00000074253	olig3
ENSP00000356737	ENSG00000120370	GORAB	ENSDARP00000115735	ENSDARG00000042031	gorab
ENSP00000356744	ENSG00000000457	SCYL3	ENSDARP00000033868	ENSDARG00000027046	scyl3
ENSP00000356780	ENSG00000117477	CCDC181	ENSDARP00000083594	ENSDARG00000062021	ccdc181
ENSP00000356782	ENSG00000117475	BLZF1	ENSDARP00000102207	ENSDARG00000011299	blzf1
